,Location_Center_X,Location_Center_Y
0,122.55555555555556,2.911111111111111
1,134.53246753246754,2.896103896103896
2,144.04255319148936,5.276595744680851
3,148.0,0.8461538461538461
4,211.53703703703704,14.229314420803783
5,356.850439882698,16.947214076246333
6,387.7660668380463,6.388174807197943
7,413.4353448275862,4.133620689655173
8,428.7352941176471,1.6470588235294117
9,436.05,1.6
10,439.9508196721312,4.688524590163935
11,451.47533632287,7.57847533632287
12,469.1835294117647,9.764705882352942
13,499.4792079207921,8.637623762376238
14,522.0344827586207,2.71264367816092
15,563.227973568282,14.258810572687224
16,661.0390243902439,13.432520325203251
17,706.4026963657678,17.318874560375146
18,777.1666666666666,14.73391812865497
19,794.5797413793103,7.976293103448276
20,822.1390977443609,9.191729323308271
21,871.6448911222781,28.2964824120603
22,902.827664399093,38.51473922902494
23,943.4958047292145,12.17162471395881
24,976.3994490358128,10.699724517906336
25,1035.3738156761412,11.855297157622738
26,1076.2095238095235,3.742857142857143
27,1116.245283018868,3.6226415094339615
28,1121.974358974359,2.076923076923077
29,1127.4615384615386,1.0
30,1153.28,4.04
31,1165.1382978723404,3.2127659574468086
32,1178.0777777777778,4.833333333333333
33,1192.0853658536585,4.560975609756097
34,1195.3636363636365,0.9090909090909092
35,1208.7111111111112,1.511111111111111
36,1217.0,4.4
37,1222.16,3.12
38,1233.5263157894738,2.8157894736842106
39,1242.7692307692307,0.4615384615384615
40,1275.076923076923,0.5384615384615384
41,1281.1842105263158,3.8947368421052633
42,1289.4601769911503,3.6194690265486726
43,1299.7613636363635,5.5227272727272725
44,1418.3492619464598,30.96372279209407
45,1488.734183570998,88.66720224944768
46,1239.1690140845071,6.957746478873239
47,1274.75,5.402777777777778
48,1129.9074074074074,8.574074074074074
49,430.3333333333333,5.96969696969697
50,434.5416666666667,6.833333333333333
51,1139.9805825242718,10.116504854368932
52,1246.421052631579,4.894736842105263
53,1249.9333333333334,6.8
54,1254.8235294117646,5.941176470588236
55,1258.888888888889,5.481481481481482
56,280.48192771084337,7.566265060240964
57,369.3163265306122,26.60544217687075
58,920.0429319371729,32.698429319371726
59,1211.3418803418804,9.58119658119658
60,327.29585798816566,12.414201183431953
61,602.78125,17.876644736842106
62,628.9711538461538,10.692307692307692
63,636.8759689922481,13.418604651162791
64,1124.1612903225807,9.82258064516129
65,1117.948275862069,11.258620689655173
66,1189.6274509803925,10.941176470588236
67,1229.6888888888889,10.244444444444444
68,1242.2359550561798,13.0561797752809
69,1259.054054054054,10.567567567567568
70,1263.7307692307693,9.461538461538462
71,1270.5,9.0
72,1293.7441860465117,10.534883720930232
73,1308.4607843137255,15.617647058823527
74,317.09090909090907,13.030303030303031
75,1145.6,12.3
76,1197.0666666666666,9.933333333333334
77,1253.5227272727273,11.636363636363637
78,286.8421052631579,13.902255639097744
79,418.7339449541285,12.30275229357798
80,834.4317129629629,23.10300925925926
81,1154.9583333333333,9.5
82,1166.081081081081,13.603603603603604
83,1276.0526315789473,13.855263157894736
84,1287.2444444444443,12.733333333333333
85,1065.7080291970804,18.68978102189781
86,1149.6833333333334,15.45
87,1157.45,12.6
88,389.76510067114094,24.20357941834452
89,447.8867924528302,16.641509433962263
90,1119.2138910812944,36.51223362273086
91,1177.378787878788,14.863636363636363
92,1220.0666666666666,15.485714285714286
93,430.04,19.69333333333333
94,437.6290322580645,18.225806451612904
95,989.9136690647482,17.64748201438849
96,1185.6,15.846153846153848
97,1199.0,14.78125
98,1232.822429906542,18.009345794392523
99,1247.9761904761904,15.333333333333334
100,291.2009456264776,34.35579196217494
101,515.1666666666666,16.72222222222222
102,763.1650943396227,21.382075471698112
103,1006.752808988764,18.426966292134832
104,1128.9,17.1875
105,1157.3962264150944,19.91509433962264
106,1292.8823529411766,14.705882352941176
107,412.3622047244094,22.95800524934383
108,1000.7368421052632,15.63157894736842
109,1073.4017735334244,51.46452933151433
110,1171.5,19.075
111,485.18706697459584,37.15242494226328
112,509.70671378091873,23.643109540636043
113,1195.798076923077,20.721153846153847
114,1315.5325203252032,25.79268292682927
115,527.6354166666666,20.885416666666668
116,555.973521624007,40.6522506619594
117,1137.7045454545455,19.227272727272727
118,1254.3076923076924,18.71153846153846
119,1297.8382352941176,20.397058823529413
120,212.45785876993168,40.65261958997722
121,340.1808510638298,21.9468085106383
122,793.8549618320611,30.78625954198473
123,1289.131868131868,23.21978021978022
124,459.13408521303256,38.69924812030075
125,1144.0,21.431818181818183
126,1184.4358974358977,22.55128205128205
127,1224.84126984127,22.682539682539684
128,1268.3333333333333,24.25925925925926
129,138.72251308900525,26.418848167539267
130,745.9220183486239,28.389908256880734
131,983.0,26.21186440677966
132,1245.4651162790697,23.023255813953487
133,261.6965517241379,26.6
134,634.7667597765363,34.06703910614525
135,1009.648,25.568
136,1149.3333333333333,24.58333333333333
137,1218.0666666666666,23.377777777777776
138,440.3333333333333,26.67441860465116
